ID_evento,ID_conversacion,evento,texto,fecha,hora
39,dd9419e4-e2ce-41ff-a873-45ee155b7332,bot,"Los supermercados, tanto minoristas como mayoristas y los almacenes están abiertos. Recordá que para salir a comprar cosas tiene que ser en lugares de cercanía, de lo contrario podés ser sancionado. Por ejemplo, no podés moverte kilómetros para ir a hacer las compras cuando tenés almacenes alrededor de tu casa. En cualquier caso está recomendando que vaya una persona por grupo familiar a hacer las compras, que no vayan las personas que están en los grupos de riesgo, mantener la distancia personal y evitar aglomeramientos de gente.",25-3-2020,17:27:18
40,dd9419e4-e2ce-41ff-a873-45ee155b7332,user,"puedo ir a pasear mi perro""",25-3-2020,17:27:49
41,dd9419e4-e2ce-41ff-a873-45ee155b7332,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",25-3-2020,17:27:49
42,dd9419e4-e2ce-41ff-a873-45ee155b7332,user,puedo ir a pasear mi perro,25-3-2020,17:27:53
43,dd9419e4-e2ce-41ff-a873-45ee155b7332,user,puedo ir a pasear mi perro,25-3-2020,17:27:53
44,dd9419e4-e2ce-41ff-a873-45ee155b7332,bot,"Se puede sacar a pasear a las mascotas minimizando el tiempo de paseo y el contacto con otras personas. Durante el paseo hay que evitar plazas y parques, y mantenerse en lugares de cercanía a la residencia. Si el dueño del animal debe cumplir aislamiento preventivo, se debe coordinar con alguien que pueda sacar a la mascota.",25-3-2020,17:27:53
45,dd9419e4-e2ce-41ff-a873-45ee155b7332,user,como sé si tengo el coronavirus,25-3-2020,17:28:1
46,dd9419e4-e2ce-41ff-a873-45ee155b7332,bot,"Los síntomas del coronavirus COVID-19 generalmente incluyen fiebre y tos similares a la gripe común. Si usted o alguien que conoce está experimentando esos síntomas o sospecha que puede estar infectado, Córdoba tiene su 0800 para consultas por Coronavirus que es 0800 1221 444. Esta línea es del Ministerio de Salud de Córdoba y está pensada para consultar por síntomas, para pedir asistencia, y para que equipos de salud den aviso sobre casos sospechosos.",25-3-2020,17:28:1
47,dd9419e4-e2ce-41ff-a873-45ee155b7332,user,Puedo ir a visitar otra gente?,25-3-2020,17:28:11
48,dd9419e4-e2ce-41ff-a873-45ee155b7332,bot,"La obligatoriedad del aislamiento implica que su incumplimiento tiene consecuencias. 
En la calle circulan oficiales que están controlando la circulación tanto de peatones como de autos. En caso de no pertenecer a ninguno de los grupos de exceptuados, se le pedirá que regrese a su domicilio y si se resiste podrá ser detenido y secuestrado el auto. 
Lo que se busca es evitar la circulación de gente (salvo los casos excepcionales) para frenar la circulación del virus. Por esta razón, ir a visitar un vecino rompe efectivamente el aislamiento obligatorio. Invitar a un amigx rompe el aislamiento obligatorio. Ir a la plaza, también. 
El Ministro de Seguridad de la Provincia de Córdoba, Adolfo Mosquera, dijo al respecto:Voy a ser categórico, el que no pueda explicar porqué está en la calle, será detenido. 
Para evitar ser detenido y en caso de salir justificadamente, hay que llevar toda la documentación para establecer que está dentro de las excepciones. 
Para salir a comprar cosas, tiene que ser en lugares de cercanía. 
En cualquier caso, quien deba atender situaciones de urgencia queda exceptuado de las medidas de aislamiento obligatorio.",25-3-2020,17:28:11
49,dd9419e4-e2ce-41ff-a873-45ee155b7332,user,como hago una denuncia,25-3-2020,17:28:20
50,dd9419e4-e2ce-41ff-a873-45ee155b7332,bot,"Muchas personas realizan una cuarentena obligatoria en Córdoba tras haber viajado a zonas de riesgo por Coronavirus o por contacto con personas infectadas.   Si conocés a alguien que infringe el aislamiento sanitario y pone en riesgo a la comunidad, llamá al 0800-888-0054, que es el número oficial del Gobierno de Córdoba.",25-3-2020,17:28:20
51,dd9419e4-e2ce-41ff-a873-45ee155b7332,user,puedo ir al supermercado?,25-3-2020,17:28:27
52,dd9419e4-e2ce-41ff-a873-45ee155b7332,bot,"Los supermercados, tanto minoristas como mayoristas y los almacenes están abiertos. Recordá que para salir a comprar cosas tiene que ser en lugares de cercanía, de lo contrario podés ser sancionado. Por ejemplo, no podés moverte kilómetros para ir a hacer las compras cuando tenés almacenes alrededor de tu casa. En cualquier caso está recomendando que vaya una persona por grupo familiar a hacer las compras, que no vayan las personas que están en los grupos de riesgo, mantener la distancia personal y evitar aglomeramientos de gente.",25-3-2020,17:28:27
53,dd9419e4-e2ce-41ff-a873-45ee155b7332,user,cómo hago si tengo que visitar a mi abuela?,25-3-2020,17:28:34
54,dd9419e4-e2ce-41ff-a873-45ee155b7332,bot,"Las personas que necesiten circular porque tienen familiares a cargo forman parte del grupo de exceptuados a las medidas de aislamiento obligatorio. Esto contempla a quienes deban asistir a personas con discapacidad; familiares que necesiten asistencia; personas mayores; niños, niñas y adolescentes. Esto no significa que los hijos de padres separados puedan ir de casa en casa. En Córdoba las medidas no habilitan el cumplimiento de los regímenes de contacto, tal como se desarrollan habitualmente. En los casos de cuidado personal alternado (cuando los niños están mitad del tiempo con cada progenitor), la persona asistida deberá permanecer en el domicilio donde estaba al comienzo del aislamiento.",25-3-2020,17:28:34
55,dd9419e4-e2ce-41ff-a873-45ee155b7332,user,el correo esta abierto hoy,25-3-2020,17:28:42
56,dd9419e4-e2ce-41ff-a873-45ee155b7332,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",25-3-2020,17:28:42
57,dd9419e4-e2ce-41ff-a873-45ee155b7332,user,/ask_correo{},25-3-2020,17:28:45
58,dd9419e4-e2ce-41ff-a873-45ee155b7332,user,/ask_correo{},25-3-2020,17:28:45
59,dd9419e4-e2ce-41ff-a873-45ee155b7332,bot,"Todas las sucursales de correos argentinos dedicarán sus 2 (DOS) primeras horas de servicio exclusivamente a la atención de personas mayores de 60 años y aquellas que integren los grupos de riesgo, no pudiendo ingresar después de dicho horario. Los demás clientes contarán con nuestra atención durante el resto de la jornada.",25-3-2020,17:28:45
60,dd9419e4-e2ce-41ff-a873-45ee155b7332,user,puedo ir al correo,25-3-2020,17:28:56
61,dd9419e4-e2ce-41ff-a873-45ee155b7332,bot,"Todas las sucursales de correos argentinos dedicarán sus 2 (DOS) primeras horas de servicio exclusivamente a la atención de personas mayores de 60 años y aquellas que integren los grupos de riesgo, no pudiendo ingresar después de dicho horario. Los demás clientes contarán con nuestra atención durante el resto de la jornada.",25-3-2020,17:28:56
62,1e3888ca-8a41-4bcb-8ae2-be47d55a3aaa,user,Hola,25-3-2020,17:32:51
63,1e3888ca-8a41-4bcb-8ae2-be47d55a3aaa,bot,Hola! ¿Cómo te puedo ayudar?,25-3-2020,17:32:51
64,1e3888ca-8a41-4bcb-8ae2-be47d55a3aaa,user,Qué servicios ofreces?,25-3-2020,17:33:10
65,1e3888ca-8a41-4bcb-8ae2-be47d55a3aaa,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",25-3-2020,17:33:10
66,1e3888ca-8a41-4bcb-8ae2-be47d55a3aaa,user,Qué es el coronavirus?,25-3-2020,17:33:35
67,1e3888ca-8a41-4bcb-8ae2-be47d55a3aaa,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",25-3-2020,17:33:35
68,1e3888ca-8a41-4bcb-8ae2-be47d55a3aaa,user,/ask_weather{},25-3-2020,17:33:39
69,1e3888ca-8a41-4bcb-8ae2-be47d55a3aaa,user,/ask_weather{},25-3-2020,17:33:39
70,1e3888ca-8a41-4bcb-8ae2-be47d55a3aaa,user,/ask_weather{},25-3-2020,17:33:39
71,1e3888ca-8a41-4bcb-8ae2-be47d55a3aaa,bot,"No sé donde estas ahora, pero fijate por la ventana.",25-3-2020,17:33:39
72,1e3888ca-8a41-4bcb-8ae2-be47d55a3aaa,user,Cuarentena,25-3-2020,17:33:54
73,1e3888ca-8a41-4bcb-8ae2-be47d55a3aaa,bot,"Muchas personas realizan una cuarentena obligatoria en Córdoba tras haber viajado a zonas de riesgo por Coronavirus o por contacto con personas infectadas.   Si conocés a alguien que infringe el aislamiento sanitario y pone en riesgo a la comunidad, llamá al 0800-888-0054, que es el número oficial del Gobierno de Córdoba.",25-3-2020,17:33:54
74,1e3888ca-8a41-4bcb-8ae2-be47d55a3aaa,user,Cómo saber si tengo coronavirus?,25-3-2020,17:34:25
75,1e3888ca-8a41-4bcb-8ae2-be47d55a3aaa,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",25-3-2020,17:34:25
76,1e3888ca-8a41-4bcb-8ae2-be47d55a3aaa,user,/ask_sintomas{},25-3-2020,17:34:33
77,1e3888ca-8a41-4bcb-8ae2-be47d55a3aaa,user,/ask_sintomas{},25-3-2020,17:34:33
78,1e3888ca-8a41-4bcb-8ae2-be47d55a3aaa,bot,"Los síntomas del coronavirus COVID-19 generalmente incluyen fiebre y tos similares a la gripe común. Si usted o alguien que conoce está experimentando esos síntomas o sospecha que puede estar infectado, Córdoba tiene su 0800 para consultas por Coronavirus que es 0800 1221 444. Esta línea es del Ministerio de Salud de Córdoba y está pensada para consultar por síntomas, para pedir asistencia, y para que equipos de salud den aviso sobre casos sospechosos.",25-3-2020,17:34:33
79,6132f401-f650-4a92-b02d-5ec4538d2e0b,user,podre ir al correo?,25-3-2020,17:50:14
80,6132f401-f650-4a92-b02d-5ec4538d2e0b,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",25-3-2020,17:50:14
81,6132f401-f650-4a92-b02d-5ec4538d2e0b,user,/ask_correo{},25-3-2020,17:50:24
82,6132f401-f650-4a92-b02d-5ec4538d2e0b,user,/ask_correo{},25-3-2020,17:50:24
83,6132f401-f650-4a92-b02d-5ec4538d2e0b,bot,"Todas las sucursales de correos argentinos dedicarán sus 2 (DOS) primeras horas de servicio exclusivamente a la atención de personas mayores de 60 años y aquellas que integren los grupos de riesgo, no pudiendo ingresar después de dicho horario. Los demás clientes contarán con nuestra atención durante el resto de la jornada.",25-3-2020,17:50:24
84,6132f401-f650-4a92-b02d-5ec4538d2e0b,user,puedo ir al correo,25-3-2020,17:54:36
85,6132f401-f650-4a92-b02d-5ec4538d2e0b,bot,"Todas las sucursales de correos argentinos dedicarán sus 2 (DOS) primeras horas de servicio exclusivamente a la atención de personas mayores de 60 años y aquellas que integren los grupos de riesgo, no pudiendo ingresar después de dicho horario. Los demás clientes contarán con nuestra atención durante el resto de la jornada.",25-3-2020,17:54:36
86,f258a2f4-8e78-43a0-8370-49685cd2ff7d,user,hola se puede ir al correo?,25-3-2020,18:17:35
87,f258a2f4-8e78-43a0-8370-49685cd2ff7d,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",25-3-2020,18:17:35
88,f258a2f4-8e78-43a0-8370-49685cd2ff7d,user,/ask_correo{},25-3-2020,18:17:48
89,f258a2f4-8e78-43a0-8370-49685cd2ff7d,user,/ask_correo{},25-3-2020,18:17:48
90,f258a2f4-8e78-43a0-8370-49685cd2ff7d,bot,"Todas las sucursales de correos argentinos dedicarán sus 2 (DOS) primeras horas de servicio exclusivamente a la atención de personas mayores de 60 años y aquellas que integren los grupos de riesgo, no pudiendo ingresar después de dicho horario. Los demás clientes contarán con nuestra atención durante el resto de la jornada.",25-3-2020,18:17:48
91,f258a2f4-8e78-43a0-8370-49685cd2ff7d,user,se puede ir al supermercado a hacer compras?,25-3-2020,18:18:5
92,f258a2f4-8e78-43a0-8370-49685cd2ff7d,bot,"Los supermercados, tanto minoristas como mayoristas y los almacenes están abiertos. Recordá que para salir a comprar cosas tiene que ser en lugares de cercanía, de lo contrario podés ser sancionado. Por ejemplo, no podés moverte kilómetros para ir a hacer las compras cuando tenés almacenes alrededor de tu casa. En cualquier caso está recomendando que vaya una persona por grupo familiar a hacer las compras, que no vayan las personas que están en los grupos de riesgo, mantener la distancia personal y evitar aglomeramientos de gente.",25-3-2020,18:18:5
93,36849a0a-0b76-4571-9f9e-227bce0ebf43,user,Estan abiertos los rapipago?,25-3-2020,18:49:30
94,36849a0a-0b76-4571-9f9e-227bce0ebf43,bot,"La mayoría de los sucursales de rapipago y pagofacil están trabajando en sus horarios normales, aunque aceptan solamente débito como medio de pago.",25-3-2020,18:49:30
95,36849a0a-0b76-4571-9f9e-227bce0ebf43,user,turno,25-3-2020,18:49:56
96,36849a0a-0b76-4571-9f9e-227bce0ebf43,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",25-3-2020,18:49:56
97,36849a0a-0b76-4571-9f9e-227bce0ebf43,user,puedo ir al supermercado?,25-3-2020,18:50:23
98,36849a0a-0b76-4571-9f9e-227bce0ebf43,user,puedo ir al supermercado?,25-3-2020,18:50:23
99,36849a0a-0b76-4571-9f9e-227bce0ebf43,bot,"Los supermercados, tanto minoristas como mayoristas y los almacenes están abiertos. Recordá que para salir a comprar cosas tiene que ser en lugares de cercanía, de lo contrario podés ser sancionado. Por ejemplo, no podés moverte kilómetros para ir a hacer las compras cuando tenés almacenes alrededor de tu casa. En cualquier caso está recomendando que vaya una persona por grupo familiar a hacer las compras, que no vayan las personas que están en los grupos de riesgo, mantener la distancia personal y evitar aglomeramientos de gente.",25-3-2020,18:50:23
100,36849a0a-0b76-4571-9f9e-227bce0ebf43,user,puedo ir al banco?,25-3-2020,18:58:32
101,36849a0a-0b76-4571-9f9e-227bce0ebf43,bot,"Los supermercados, tanto minoristas como mayoristas y los almacenes están abiertos. Recordá que para salir a comprar cosas tiene que ser en lugares de cercanía, de lo contrario podés ser sancionado. Por ejemplo, no podés moverte kilómetros para ir a hacer las compras cuando tenés almacenes alrededor de tu casa. En cualquier caso está recomendando que vaya una persona por grupo familiar a hacer las compras, que no vayan las personas que están en los grupos de riesgo, mantener la distancia personal y evitar aglomeramientos de gente.",25-3-2020,18:58:32
102,a9ed0928-938b-4937-8d22-14b867f5908d,user,puedo ir al correo?,25-3-2020,18:59:18
103,a9ed0928-938b-4937-8d22-14b867f5908d,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",25-3-2020,18:59:18
104,a9ed0928-938b-4937-8d22-14b867f5908d,user,/ask_correo{},25-3-2020,18:59:23
105,a9ed0928-938b-4937-8d22-14b867f5908d,user,/ask_correo{},25-3-2020,18:59:23
106,a9ed0928-938b-4937-8d22-14b867f5908d,bot,"Todas las sucursales de correos argentinos dedicarán sus 2 (DOS) primeras horas de servicio exclusivamente a la atención de personas mayores de 60 años y aquellas que integren los grupos de riesgo, no pudiendo ingresar después de dicho horario. Los demás clientes contarán con nuestra atención durante el resto de la jornada.",25-3-2020,18:59:23
107,a9ed0928-938b-4937-8d22-14b867f5908d,user,puedo ir al super,25-3-2020,18:59:29
108,a9ed0928-938b-4937-8d22-14b867f5908d,bot,"Los supermercados, tanto minoristas como mayoristas y los almacenes están abiertos. Recordá que para salir a comprar cosas tiene que ser en lugares de cercanía, de lo contrario podés ser sancionado. Por ejemplo, no podés moverte kilómetros para ir a hacer las compras cuando tenés almacenes alrededor de tu casa. En cualquier caso está recomendando que vaya una persona por grupo familiar a hacer las compras, que no vayan las personas que están en los grupos de riesgo, mantener la distancia personal y evitar aglomeramientos de gente.",25-3-2020,18:59:29
109,a0e088c0-f105-48c9-b3de-05be4e7ea6b3,user,Puedo sacar plata del cajero,25-3-2020,20:22:33
110,a0e088c0-f105-48c9-b3de-05be4e7ea6b3,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",25-3-2020,20:22:33
111,a0e088c0-f105-48c9-b3de-05be4e7ea6b3,user,Dónde sacó efectivo,25-3-2020,20:22:46
112,a0e088c0-f105-48c9-b3de-05be4e7ea6b3,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",25-3-2020,20:22:46
113,a0e088c0-f105-48c9-b3de-05be4e7ea6b3,user,Ayuda,25-3-2020,20:22:57
114,a0e088c0-f105-48c9-b3de-05be4e7ea6b3,user,Ayuda,25-3-2020,20:22:57
115,a0e088c0-f105-48c9-b3de-05be4e7ea6b3,user,Ayuda,25-3-2020,20:22:57
116,a0e088c0-f105-48c9-b3de-05be4e7ea6b3,bot,"Las personas que necesiten circular porque tienen familiares a cargo forman parte del grupo de exceptuados a las medidas de aislamiento obligatorio. Esto contempla a quienes deban asistir a personas con discapacidad; familiares que necesiten asistencia; personas mayores; niños, niñas y adolescentes. Esto no significa que los hijos de padres separados puedan ir de casa en casa. En Córdoba las medidas no habilitan el cumplimiento de los regímenes de contacto, tal como se desarrollan habitualmente. En los casos de cuidado personal alternado (cuando los niños están mitad del tiempo con cada progenitor), la persona asistida deberá permanecer en el domicilio donde estaba al comienzo del aislamiento.",25-3-2020,20:22:57
117,a0e088c0-f105-48c9-b3de-05be4e7ea6b3,user,Ancianos?,25-3-2020,20:23:18
118,a0e088c0-f105-48c9-b3de-05be4e7ea6b3,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",25-3-2020,20:23:18
119,a0e088c0-f105-48c9-b3de-05be4e7ea6b3,user,/out_of_scope,25-3-2020,20:23:24
120,a0e088c0-f105-48c9-b3de-05be4e7ea6b3,bot,¿Podes repetir el mismo mensaje pero con otras palabras?,25-3-2020,20:23:24
121,a0e088c0-f105-48c9-b3de-05be4e7ea6b3,user,Chau,25-3-2020,20:23:33
122,a0e088c0-f105-48c9-b3de-05be4e7ea6b3,user,Chau,25-3-2020,20:23:33
123,a0e088c0-f105-48c9-b3de-05be4e7ea6b3,bot,Hacer click en el botón abajo si querés reiniciar tu sesión.,25-3-2020,20:23:33
124,a0e088c0-f105-48c9-b3de-05be4e7ea6b3,user,/restart,25-3-2020,20:23:36
125,a0e088c0-f105-48c9-b3de-05be4e7ea6b3,bot,Se reinició el chat.,25-3-2020,20:23:36
126,b88425f0-d70c-4101-b6c1-e7474eebfb01,user,correo,26-3-2020,9:14:59
127,b88425f0-d70c-4101-b6c1-e7474eebfb01,bot,"Todas las sucursales de correos argentinos dedicarán sus 2 (DOS) primeras horas de servicio exclusivamente a la atención de personas mayores de 60 años y aquellas que integren los grupos de riesgo, no pudiendo ingresar después de dicho horario. Los demás clientes contarán con nuestra atención durante el resto de la jornada.",26-3-2020,9:14:59
128,b88425f0-d70c-4101-b6c1-e7474eebfb01,user,tengo que mandar una carta,26-3-2020,9:15:10
129,b88425f0-d70c-4101-b6c1-e7474eebfb01,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,9:15:10
130,b88425f0-d70c-4101-b6c1-e7474eebfb01,user,/out_of_scope,26-3-2020,9:15:14
131,b88425f0-d70c-4101-b6c1-e7474eebfb01,bot,¿Podes repetir el mismo mensaje pero con otras palabras?,26-3-2020,9:15:14
132,b88425f0-d70c-4101-b6c1-e7474eebfb01,user,tengo que asistir a mi abuela,26-3-2020,9:15:24
133,b88425f0-d70c-4101-b6c1-e7474eebfb01,user,tengo que asistir a mi abuela,26-3-2020,9:15:24
134,b88425f0-d70c-4101-b6c1-e7474eebfb01,bot,"Las personas que necesiten circular porque tienen familiares a cargo forman parte del grupo de exceptuados a las medidas de aislamiento obligatorio. Esto contempla a quienes deban asistir a personas con discapacidad; familiares que necesiten asistencia; personas mayores; niños, niñas y adolescentes. Esto no significa que los hijos de padres separados puedan ir de casa en casa. En Córdoba las medidas no habilitan el cumplimiento de los regímenes de contacto, tal como se desarrollan habitualmente. En los casos de cuidado personal alternado (cuando los niños están mitad del tiempo con cada progenitor), la persona asistida deberá permanecer en el domicilio donde estaba al comienzo del aislamiento.",26-3-2020,9:15:24
135,b88425f0-d70c-4101-b6c1-e7474eebfb01,user,puedo ir a caminar por mi barrio?,26-3-2020,9:15:45
